GeneID	WT1	WT2	ddm1	ddm2
AT1G01010	4.572150	7.704795	6.198631	7.279700
AT1G01020	13.962545	10.777081	8.301119	8.360339
AT1G01030	2.189113	1.891143	1.813138	2.363487
AT1G01040	9.695014	9.938044	10.042101	8.093407
AT1G01046	4.331719	6.453760	3.777557	7.111397
AT1G01050	51.802349	44.377903	47.611183	45.717636
AT1G01060	66.266609	86.109100	62.901825	74.913742
AT1G01070	2.646154	4.314816	3.922972	4.103331
AT1G01073	0.0	0.0	0.000000	0.000000
AT1G01080	35.536915	34.799995	34.780823	37.109741
AT1G01090	109.074638	102.247177	108.382950	106.542587
AT1G01100	304.018799	258.307404	310.745941	311.582245
AT1G01110	3.421535	3.820030	6.348504	5.166348
AT1G01115	0.0	0.0	0.000000	0.0
AT1G01120	84.431107	91.642990	84.917023	82.758202
AT1G01130	7.398427	8.028948	10.023846	10.742080
AT1G01140	59.439358	55.020653	87.787415	73.861725
AT1G01150	0.083368	0.0	0.000000	0.028995
AT1G01160	47.528061	39.349640	29.772015	29.057392
AT1G01170	166.996216	162.039780	119.339478	161.336151
AT1G01180	20.536268	23.478167	12.216103	16.154991
AT1G01183	0.556101	0.016208	0.0	0.0
AT1G01190	1.605529	2.215923	1.615833	1.743704
AT1G01200	1.346300	1.806618	1.636164	1.474380
AT1G01210	30.242952	33.752499	28.251444	37.489349
AT1G01220	6.101422	5.461765	5.111606	5.173512
AT1G01225	1.991312	1.969324	1.349578	1.235866
AT1G01230	19.306746	22.721409	19.356012	23.874542
AT1G01240	31.042919	27.057177	16.950943	15.706159
AT1G01250	5.716130	9.097692	5.789553	7.368587
AT1G01260	13.019091	13.309688	14.555181	12.779903
AT1G01270	0.0	0.0	0.0	0.0
AT1G01280	0.0	0.0	0.0	0.0
AT1G01290	17.329769	12.429970	11.294195	12.551757
AT1G01300	15.272074	15.370323	33.795002	22.294861
AT1G01305	0.0	0.0	0.0	0.0
AT1G01310	0.145252	0.121337	0.085907	0.243018
AT1G01320	54.244480	47.999512	46.796261	37.403698
AT1G01340	2.239508	1.852622	2.158576	3.009675
AT1G01350	16.009634	18.179762	16.283752	18.849367
AT1G01355	0.704888	0.222217	0.177146	0.184720
AT1G01360	14.425918	18.531523	14.502245	18.504101
AT1G01370	3.396746	2.664350	4.543242	3.648007
AT1G01380	1.416268	2.460544	2.072655	2.009228
AT1G01390	0.423754	0.845994	0.533999	0.519988
AT1G01400	0.0	0.0	0.0	0.0
AT1G01410	0.0	0.0	0.0	0.0
AT1G01420	3.885153	3.561373	3.126786	3.359411
AT1G01430	73.653801	60.837181	40.554913	44.086010
AT1G01440	10.563500	12.631471	7.503628	8.778848
AT1G01448	9.613607	6.202761	6.360925	6.709963
AT1G01450	1.596759	1.730719	0.953393	0.913291
AT1G01453	0.174153	0.089465	0.068058	0.377862
AT1G01460	0.0	0.027079	0.0	0.0
AT1G01470	88.627663	158.750900	123.501251	114.521500
AT1G01471	0.0	0.0	0.0	0.0
AT1G01480	0.154613	0.622898	0.731042	1.251736
AT1G01490	144.222961	112.100990	92.406105	93.693481
AT1G01500	5.781569	8.520020	5.564165	6.402725
AT1G01510	15.925940	17.213049	18.208418	17.243324
AT1G01520	6.656508	7.214373	5.335849	5.797955
AT1G01530	0.000000	0.000000	0.000000	0.469385
AT1G01540	90.036110	80.691170	90.344955	77.556908
AT1G01550	102.916542	117.008949	115.136543	121.908218
AT1G01560	0.094191	0.226234	1.910036	3.032242
AT1G01570	1.476239	2.218361	2.002480	2.182847
AT1G01580	0.554477	0.585986	1.867047	1.095830
AT1G01590	0.063733	0.031160	0.019842	0.179615
AT1G01600	2.562265	2.880896	7.542250	5.696830
AT1G01610	35.443760	46.099945	41.607346	44.677055
AT1G01620	441.527679	892.260742	362.252991	476.624512
AT1G01630	27.044579	39.252781	32.875065	39.169186
AT1G01640	3.689279	4.397134	3.292466	3.903352
AT1G01650	13.294366	13.411906	11.011400	11.798867
AT1G01660	0.362585	0.380690	0.394791	0.431090
AT1G01670	0.688008	0.860174	0.443942	0.279241
AT1G01680	0.028397	0.176717	0.328480	0.268181
AT1G01690	1.498399	1.544443	2.109797	1.853218
AT1G01695	0.450262	0.355123	0.096694	0.328243
AT1G01700	1.425712	1.043667	0.601175	0.743147
AT1G01710	15.027827	15.720460	13.230115	13.430338
AT1G01720	46.396423	50.564556	47.244076	43.586357
AT1G01725	28.805035	25.406326	20.413870	30.909784
AT1G01730	20.003769	17.592131	19.688665	17.700020
AT1G01740	3.217160	2.519046	1.449347	1.408293
AT1G01750	3.530675	6.063357	5.480780	6.031126
AT1G01760	1.716818	2.452277	1.498960	1.342294
AT1G01770	7.687313	9.373630	5.357807	6.447862
AT1G01780	23.620232	18.068289	14.160808	12.895358
AT1G01790	34.279598	31.746105	27.155510	21.953793
AT1G01800	58.474224	65.128166	56.961109	68.648506
AT1G01810	1.286990	1.088772	1.346306	1.486501
AT1G01820	35.935791	35.020420	29.192480	34.655712
AT1G01830	3.389339	4.187531	5.584901	4.967117
AT1G01840	1.939843	1.587565	2.715466	2.226403
AT1G01860	12.444746	8.702277	7.580939	7.388772
AT1G01870	0.0	0.0	0.0	0.0
AT1G01880	1.272017	1.004125	0.935530	0.773111
AT1G01890	0.0	0.0	0.0	0.0
AT1G01900	1.534054	1.405258	2.069039	1.820224
AT1G01910	20.128071	25.722704	22.240917	22.749580
AT1G01920	8.759642	8.922799	8.230188	8.242786
AT1G01930	9.465421	7.898075	7.808760	7.272126
AT1G01940	15.906031	14.390291	16.773596	15.535464
AT1G01950	10.691586	11.122459	14.303927	13.740320
AT1G01960	11.279879	13.781237	10.947621	10.328164
AT1G01970	19.087645	15.090545	14.518126	14.615771
AT1G01980	0.0	0.0	0.0	0.0
AT1G01990	28.666578	23.007086	20.076870	19.729073
AT1G02000	11.057690	11.381331	11.439896	11.150759
AT1G02010	7.329380	6.304059	4.116612	3.671011
AT1G02020	7.658787	6.491464	6.574825	5.676154
AT1G02030	0.089689	0.156126	0.205712	0.372437
AT1G02040	0.058848	0.013118	0.080419	0.006578
AT1G02050	8.354211	5.634258	5.013664	4.250556
AT1G02060	2.160927	3.693213	2.928193	3.494942
AT1G02065	1.192205	0.696933	1.282906	1.518136
AT1G02070	0.535383	0.554701	0.707297	0.489795
AT1G02074	0.432952	0.154049	0.169384	0.026919
AT1G02080	10.963401	12.679465	10.414806	9.333538
AT1G02090	32.417740	27.849773	38.210541	32.014545
AT1G02100	45.048424	39.525337	37.622684	38.589203
AT1G02110	15.852722	12.506413	13.883868	11.777869
AT1G02120	47.619354	47.344299	37.577053	38.810638
AT1G02130	33.633694	40.387081	31.378996	31.559128
AT1G02136	0.000000	0.0	0.0	0.0
AT1G02140	147.490295	152.593979	141.338913	153.094360
AT1G02145	14.451588	11.925526	10.689244	9.778352
AT1G02150	67.927063	47.498211	54.092232	48.621132
AT1G02160	51.302082	52.309559	46.235676	51.894913
AT1G02170	24.772303	25.599874	31.520599	27.126780
AT1G02180	2.385966	2.922705	2.705500	2.225658
AT1G02190	0.148125	0.131394	0.330238	0.280588
AT1G02205	14.067513	19.354616	23.517275	21.279989
AT1G02210	0.0	0.0	0.0	0.0
AT1G02220	8.649864	10.336109	13.466493	16.688751
AT1G02228	0.0	0.0	0.000000	0.0
AT1G02230	0.046116	0.199967	0.322873	0.205906
AT1G02250	0.089419	0.037580	0.000000	0.117898
AT1G02260	5.699106	5.824470	5.510836	5.888885
AT1G02270	12.051428	10.645889	21.279190	21.780052
AT1G02280	71.922722	58.401558	49.113735	58.958458
AT1G02290	3.509520	2.857346	3.084803	2.651453
AT1G02300	20.889879	10.772020	7.847879	7.077268
AT1G02305	59.246925	64.399239	47.524887	51.319305
AT1G02310	2.756428	2.354218	3.026436	2.264627
AT1G02320	0.034842	0.053824	0.000000	0.0
AT1G02330	27.853334	26.309652	25.914724	27.188225
AT1G02335	0.878549	5.325660	4.003520	3.959051
AT1G02340	171.985519	168.166000	73.729683	95.017311
AT1G02350	24.716394	15.343262	8.502426	8.967634
AT1G02360	15.893041	23.451929	25.237457	28.585247
AT1G02370	4.266129	4.201214	2.757507	2.360153
AT1G02380	22.164883	14.630719	10.068315	11.641006
AT1G02390	3.459928	3.918837	1.419407	1.888914
AT1G02391	0.0	0.0	0.0	0.0
AT1G02400	3.306444	6.861279	11.178535	11.919202
AT1G02405	1.167621	1.035938	1.240114	0.916677
AT1G02410	14.675019	15.765928	15.611631	15.700323
AT1G02420	2.317969	3.359307	2.310558	2.863838
AT1G02430	1.975204	1.499651	2.209802	1.656959
AT1G02440	0.214413	0.158915	0.000000	0.0
AT1G02450	0.0	0.0	0.387850	0.0
AT1G02460	0.158759	0.682678	1.083272	0.718367
AT1G02470	0.876442	0.642369	1.248287	0.851238
AT1G02475	31.192274	33.200420	26.137543	30.505390
AT1G02480	0.0	0.0	0.0	0.0
AT1G02490	0.0	0.0	0.301290	0.0
AT1G02500	258.913208	249.089539	233.468414	236.201096
AT1G02510	0.0	0.0	0.0	0.0
AT1G02520	1.431978	3.892650	3.065052	3.703097
AT1G02530	0.105614	0.102330	0.041567	0.069522
AT1G02540	0.000000	0.0	0.0	0.0
AT1G02550	0.000000	0.0	0.0	0.0
AT1G02560	138.413986	131.986908	122.966232	127.743355
AT1G02570	0.219729	0.352937	0.092639	0.104825
AT1G02575	0.000000	0.076867	0.046732	0.052880
AT1G02580	0.004546	0.111416	0.127981	0.186544
AT1G02590	0.0	0.0	0.0	0.0
AT1G02600	0.0	0.0	0.0	0.0
AT1G02610	30.718817	32.781517	12.311626	19.861956
AT1G02620	1.733246	1.704780	0.328395	0.326967
AT1G02630	0.154915	0.272503	0.026082	0.088538
AT1G02640	41.710472	44.696842	23.470549	26.683004
AT1G02650	1.793172	1.865335	3.527415	3.580629
AT1G02660	20.075321	19.090384	21.808901	22.552164
AT1G02670	1.231936	1.315659	2.472127	2.271894
AT1G02680	18.719759	15.840727	14.812335	16.200922
AT1G02681	0.178554	0.000000	0.082285	0.0
AT1G02690	4.508828	4.239620	7.138766	4.694073
AT1G02700	15.725224	18.479160	10.430357	4.842013
AT1G02710	13.639833	9.099601	21.116787	11.230685
AT1G02720	4.665881	5.313000	5.637647	4.217817
AT1G02730	1.917794	1.443666	5.211042	2.612868
AT1G02740	8.275893	8.627422	7.624766	8.243212
AT1G02750	12.731291	15.227306	7.629440	13.261827
AT1G02760	0.000000	0.000000	0.000000	0.0
AT1G02770	2.111602	3.022335	1.102538	1.316710
AT1G02780	762.826111	664.486389	767.966858	802.492615
AT1G02790	0.0	0.000000	0.000000	0.0
AT1G02800	0.829637	0.526720	1.198693	0.551937
AT1G02810	5.896327	11.397448	11.712795	13.300005
AT1G02813	0.0	0.267484	0.274283	0.0
AT1G02816	30.196259	26.655952	30.443447	32.517284
AT1G02820	140.045151	122.684731	91.032036	107.077217
AT1G02830	0.0	0.088245	0.085971	0.0
AT1G02840	141.512619	119.937172	105.201477	116.815926
AT1G02850	37.655876	35.084801	35.380005	39.338516
AT1G02860	18.520817	21.532558	13.801731	15.971749
AT1G02870	18.143433	12.878752	14.376657	18.007700
AT1G02880	9.637170	11.798433	11.873152	7.685851
AT1G02890	21.983864	32.974316	33.126820	30.641468
AT1G02900	41.619415	85.815277	85.363358	106.801178
AT1G02910	45.207142	39.908253	38.892021	32.597092
AT1G02920	142.828064	212.105194	224.867554	372.504547
AT1G02930	70.992172	98.027534	144.408005	208.466034
AT1G02940	0.174014	0.053080	0.491682	0.111218
AT1G02950	2.652410	6.264165	3.580409	4.349119
AT1G02952	0.000000	0.000000	0.000000	0.000000
AT1G02960	12.524832	13.034381	7.729242	9.371296
AT1G02965	0.0	0.000000	0.0	0.0
AT1G02970	0.659466	0.448109	0.781974	0.586067
AT1G02980	0.104902	0.173303	0.036068	0.061219
AT1G02990	4.235845	5.188144	4.003379	4.117178
AT1G03000	10.094431	9.175230	6.379702	6.428273
AT1G03010	0.366635	0.265107	0.235464	0.445390
AT1G03020	2.246822	4.998854	4.961146	5.079493
AT1G03022	0.0	0.000000	0.0	0.0
AT1G03030	11.848806	13.042903	12.050710	12.405145
AT1G03040	28.251356	28.443268	26.757118	23.027765
AT1G03050	0.000000	0.000000	0.000000	0.000000
AT1G03055	8.840376	8.021935	5.184265	6.259432
AT1G03060	3.286363	4.041486	3.391630	3.038109
AT1G03070	0.528250	1.441144	0.823108	0.931386
AT1G03080	9.751789	12.052243	11.546688	11.512391
AT1G03090	35.302273	41.861931	12.594827	17.214462
AT1G03100	1.266818	1.140177	0.877528	0.978682
AT1G03103	0.0	0.0	0.0	0.0
AT1G03106	15.694467	10.270435	8.033395	3.991588
AT1G03110	5.773426	6.959517	7.343579	7.411708
AT1G03120	5.560265	7.665921	3.087905	1.789006
AT1G03130	829.020386	777.544861	506.675873	475.687714
AT1G03140	39.980850	43.471825	31.532944	44.011169
AT1G03150	24.191605	21.941235	14.589216	18.467047
AT1G03160	10.208767	9.266530	8.405400	8.057973
AT1G03170	1.040747	0.649825	0.159413	0.405861
AT1G03180	2.795404	3.124712	1.862447	2.041403
AT1G03190	5.198721	4.636657	3.722152	3.095602
AT1G03200	2.372865	3.053718	1.376272	1.694199
AT1G03210	9.636450	15.749708	9.081850	13.572237
AT1G03220	136.615372	329.759674	269.486908	362.373627
AT1G03230	15.354455	20.511452	25.633322	24.616516
AT1G03240	0.000000	0.000000	0.262025	0.0
AT1G03250	18.580120	21.672997	19.309511	21.250721
AT1G03260	7.613111	7.043278	7.018431	7.647336
AT1G03270	1.843042	2.310899	2.067586	1.287567
AT1G03280	32.890579	26.954491	27.290869	26.129126
AT1G03290	14.758056	16.338537	12.736253	12.866535
AT1G03300	4.451890	3.963472	3.060976	3.514261
AT1G03310	7.181653	6.281236	10.863956	9.374288
AT1G03320	0.225573	0.118310	0.253185	0.620252
AT1G03330	40.237045	46.078213	37.562836	52.190971
AT1G03340	2.112488	2.355552	1.537220	1.333358
AT1G03350	20.559376	23.198912	23.783945	23.254330
AT1G03360	9.045479	9.339146	6.328223	8.238695
AT1G03365	5.057826	6.091514	5.833814	5.405219
AT1G03370	9.934406	11.204456	13.732154	12.652899
AT1G03380	11.187445	14.243974	10.640779	11.194467
AT1G03390	0.0	0.000000	0.060556	0.017130
AT1G03400	23.011505	21.610235	8.288836	9.938717
AT1G03410	13.398956	9.745821	8.397859	7.362129
AT1G03420	7.219918	5.405244	13.704028	9.990141
AT1G03430	13.103782	12.971361	10.746405	9.884093
AT1G03440	11.808601	11.705237	11.745764	12.812045
AT1G03445	0.418674	0.281287	0.141357	0.201979
AT1G03457	17.280737	20.602772	22.739599	23.276901
AT1G03470	7.823761	6.642376	6.335198	6.740516
AT1G03475	80.981911	63.124420	90.147209	75.362091
AT1G03490	0.0	0.000000	0.0	0.0
AT1G03495	10.318921	8.195902	16.962072	14.339784
AT1G03502	2.069866	1.502378	1.668797	0.958741
AT1G03506	1.317918	1.212070	1.299157	1.404560
AT1G03510	0.730514	0.605627	0.633276	0.618419
AT1G03515	0.000000	0.000000	0.000000	0.000000
AT1G03520	11.476260	10.215680	7.874706	6.906992
AT1G03530	6.198623	5.669945	4.725579	4.957009
AT1G03540	0.551547	1.150447	0.781671	0.709865
AT1G03545	0.866279	0.731123	1.027025	0.702227
AT1G03550	21.435961	12.288344	8.156000	7.053853
AT1G03560	7.883273	6.455987	6.405097	6.205791
AT1G03570	0.000000	0.000000	0.000000	0.000000
AT1G03580	3.466023	1.843410	0.719653	1.846027
AT1G03590	23.771229	24.351673	24.174978	24.510731
AT1G03600	896.914734	611.112915	648.071594	544.719910
AT1G03610	55.649364	51.423710	26.975992	31.324926
AT1G03620	6.025872	4.215275	5.434350	3.735364
AT1G03630	75.650955	74.662743	72.232597	66.121819
AT1G03640	0.000000	0.000000	0.000000	0.000000
AT1G03650	4.790498	4.766154	4.375580	3.818823
AT1G03660	1.813022	1.519109	0.683016	2.287818
AT1G03670	0.069396	0.044219	0.000000	0.025654
AT1G03680	155.517365	159.572800	136.883270	127.255798
AT1G03687	10.149020	8.466120	6.186776	6.815574
AT1G03700	1.204749	2.933598	2.121217	3.234474
AT1G03710	0.225571	0.085385	0.675977	0.861321
AT1G03720	0.000000	0.000000	0.000000	0.000000
AT1G03730	7.607206	7.514285	9.692763	11.572213
AT1G03740	6.736661	10.285610	9.005100	10.972202
AT1G03743	0.000000	0.000000	0.000000	0.000000
AT1G03746	0.191587	0.000000	0.000000	0.000000
AT1G03750	2.128191	3.030860	2.176864	2.339717
AT1G03760	7.032203	6.162589	4.938418	4.396787
AT1G03770	4.223652	5.002710	5.069397	4.475399
AT1G03780	1.556265	0.850871	2.919195	1.915227
AT1G03790	4.958337	5.221732	4.014587	1.687712
AT1G03800	1.290875	1.168414	0.408091	0.620918
AT1G03810	0.000000	0.000000	0.000000	0.000000
AT1G03820	4.676784	4.176570	5.735590	7.897548
AT1G03830	1.538193	1.899837	1.399143	1.552775
AT1G03840	1.658963	1.317723	2.003517	0.996845
AT1G03850	32.070511	57.434700	48.302788	60.438217
AT1G03860	46.760933	48.832912	55.059605	52.833340
AT1G03870	323.181854	347.791351	421.018646	451.971191
AT1G03880	0.000000	0.174677	2.388829	0.348946
AT1G03890	0.000000	0.000000	0.331213	0.000000
AT1G03900	66.727341	71.361557	83.707626	79.547791
AT1G03905	3.425538	4.993914	6.433828	5.760165
AT1G03910	19.595881	21.903400	20.027380	17.671860
AT1G03920	1.316115	2.031554	1.925801	1.582070
AT1G03930	20.118896	17.004938	13.833665	15.124259
AT1G03935	3.892634	4.544086	2.164190	2.794565
AT1G03940	6.993167	5.525550	12.574599	10.476962
AT1G03950	11.086694	12.361706	10.867785	13.205187
AT1G03960	4.172402	2.959812	2.361834	2.386424
AT1G03970	19.592056	21.997068	21.090519	22.601658
AT1G03980	0.434913	0.027930	0.836454	0.180049
AT1G03982	0.0	0.0	0.0	0.0
AT1G03990	3.033153	3.717099	2.649266	1.452590
AT1G04000	19.034431	10.181402	12.071589	10.219507
AT1G04010	2.854941	3.789529	4.220311	3.456558
AT1G04020	1.599954	2.291644	2.192185	2.125773
AT1G04030	2.021506	2.029777	2.829361	2.596437
AT1G04040	66.212006	100.654419	99.705276	104.765068
AT1G04050	1.327244	1.519911	0.894581	1.569960
AT1G04070	14.536145	13.525261	16.850563	14.103425
AT1G04080	40.944241	37.602253	37.653133	35.435356
AT1G04090	0.257673	0.332329	0.192208	0.155950
AT1G04100	4.212150	3.045116	3.190906	2.808502
AT1G04110	0.219493	0.246230	0.302903	0.191330
AT1G04120	10.252007	12.545413	14.477535	12.011049
AT1G04130	8.958899	8.359904	9.452044	9.141825
AT1G04140	28.017500	34.331825	28.202744	27.340784
AT1G04150	0.082020	0.006284	0.079908	0.097242
AT1G04160	2.235363	2.979840	5.632289	4.345780
AT1G04170	36.500214	36.411152	39.362385	40.012657
AT1G04171	0.0	0.0	0.0	0.0
AT1G04180	9.518024	17.367804	6.263974	6.657886
AT1G04190	17.683525	17.302673	14.281379	17.460339
AT1G04200	9.643248	11.743320	14.840119	12.927257
AT1G04210	14.092588	16.135328	16.486403	15.333125
AT1G04220	14.777506	17.556227	25.087545	19.229523
AT1G04230	8.672359	12.434308	9.592811	10.399305
AT1G04240	123.919662	99.884323	64.623901	73.019119
AT1G04250	72.524124	106.103165	62.998528	68.295784
AT1G04260	15.076269	15.588941	15.020388	13.261540
AT1G04270	302.000458	327.727325	336.533875	387.913910
AT1G04280	24.630360	28.522778	18.493021	25.225105
AT1G04290	22.512238	21.806280	20.891954	24.753706
AT1G04295	1.229566	1.295578	0.378865	1.209373
AT1G04300	21.288675	24.060045	18.280703	17.780535
AT1G04310	3.850576	3.061864	2.172287	2.788524
AT1G04320	0.000000	0.0	0.0	0.0
AT1G04330	3.031903	5.680780	2.538945	2.575915
AT1G04340	24.584917	24.749254	27.287937	31.042278
AT1G04350	51.937702	41.063122	31.670759	32.049393
AT1G04360	5.486229	5.275833	6.428194	5.084295
AT1G04370	0.000000	0.0	0.272462	0.0
AT1G04380	0.114843	0.134001	0.129381	0.110874
AT1G04390	5.826538	5.578204	3.745675	3.231977
AT1G04400	46.289787	49.640533	40.679886	44.886414
AT1G04410	230.070938	291.217834	306.044983	340.670288
AT1G04420	83.099457	62.637829	67.713356	51.289490
AT1G04425	4.913719	1.658791	5.579769	4.219515
AT1G04430	68.099747	82.897202	92.041290	92.049454
AT1G04440	46.850197	46.238804	45.142166	41.070652
AT1G04445	0.924994	0.589007	0.282464	0.462568
AT1G04450	0.000000	0.0	0.0	0.0
AT1G04457	0.000000	0.0	0.0	0.0
AT1G04470	0.015075	0.012375	0.074536	0.114682
AT1G04480	436.716187	453.355530	443.853882	609.084412
AT1G04490	1.398835	2.460011	0.994784	1.200331
AT1G04500	0.000000	0.000000	0.064922	0.0
AT1G04501	0.000000	0.0	0.0	0.0
AT1G04510	15.643128	18.506275	17.240440	17.250887
AT1G04520	7.840617	6.991047	10.094949	11.208300
AT1G04530	47.156609	47.898094	50.748264	60.374557
AT1G04540	0.988477	1.403596	0.993172	0.929032
AT1G04550	21.447193	21.232426	15.867014	15.910987
AT1G04555	6.285347	5.587200	5.683124	5.502838
AT1G04560	49.006840	67.097061	45.949516	22.109119
AT1G04570	0.496822	0.317248	0.365919	0.110432
AT1G04580	0.012147	0.019944	0.000000	0.037508
AT1G04590	16.383722	13.790208	15.769348	14.837619
AT1G04600	0.027457	0.054719	0.066077	0.054934
AT1G04610	0.968047	2.769015	1.216117	2.104556
AT1G04620	4.703223	5.059583	6.166524	6.305842
AT1G04625	0.081290	0.101579	0.015582	0.021457
AT1G04630	41.883167	37.790142	42.453648	41.497047
AT1G04635	2.136606	3.173788	3.901383	3.782151
AT1G04640	49.467861	42.244289	30.805529	37.069386
AT1G04645	0.100578	0.0	0.0	0.144188
AT1G04650	0.442804	0.425437	0.501973	0.621971
AT1G04660	0.952800	2.034070	3.888637	2.950165
AT1G04670	0.000000	0.0	0.0	0.0
AT1G04680	24.671274	33.131874	28.778023	28.435867
AT1G04684	0.000000	0.000000	0.000000	0.000000
AT1G04690	36.432247	42.567207	39.081844	38.482388
AT1G04700	0.281244	0.414272	0.587040	0.648968
AT1G04710	14.483768	14.063828	12.237789	11.632427
AT1G04720	0.000000	0.000000	0.000000	0.000000
AT1G04730	1.213414	1.518774	1.599662	1.385368
AT1G04750	38.560421	37.094154	50.418503	53.249664
AT1G04760	0.517287	0.992982	1.368252	1.040199
AT1G04770	27.757355	28.941252	41.565968	45.907318
AT1G04778	1.397802	1.367288	1.241589	2.289456
AT1G04780	17.972332	20.970070	15.018841	17.570183
AT1G04790	11.234687	11.498964	7.988095	8.881489
AT1G04800	41.704071	68.969490	98.560097	95.405472
AT1G04810	10.666245	14.777781	12.448915	11.668841
AT1G04820	116.420235	124.254189	198.088150	176.632690
AT1G04830	14.661843	14.279749	12.719849	10.949913
AT1G04840	0.313049	0.449055	0.247283	0.734558
AT1G04850	51.424099	59.614044	59.131802	61.154171
AT1G04860	9.815057	11.639718	9.926682	10.257188
AT1G04870	20.833206	21.740307	17.611832	23.416468
AT1G04880	0.169637	0.125414	1.585710	1.090049
AT1G04890	0.0	0.0	0.0	0.0
AT1G04900	4.437682	4.666186	3.384011	4.171756
AT1G04910	19.966785	19.354822	20.202169	18.245386
AT1G04920	0.843411	1.282391	0.834388	0.503572
AT1G04930	2.591821	2.826133	2.685102	2.719927
AT1G04940	43.769897	35.144539	41.544128	37.605122
AT1G04945	4.101111	4.414103	2.996252	3.410037
AT1G04950	13.330786	9.465475	9.184938	8.455332
AT1G04960	20.819033	20.936357	22.006790	20.509581
AT1G04970	21.679655	22.136055	20.957808	19.184134
AT1G04980	4.056097	5.853799	7.848196	7.822087
AT1G04985	65.050079	46.574005	49.355675	43.384407
AT1G04990	3.599737	5.432619	6.845130	5.386373
AT1G05000	13.511715	19.472580	26.040905	29.977903
AT1G05010	230.078094	279.586060	225.729248	299.583282
AT1G05020	1.656423	1.891467	2.518964	3.463471
AT1G05030	7.426778	8.117904	6.906058	6.411427
AT1G05040	0.0	0.0	0.0	0.0
AT1G05055	6.923364	6.778522	7.172166	6.887130
AT1G05060	12.600792	15.219997	11.976614	11.439439
AT1G05061	0.095410	0.390844	0.322872	0.311119
AT1G05065	0.799869	2.366721	0.926457	1.106117
AT1G05070	33.190029	28.433701	22.352808	21.282511
AT1G05080	0.030511	0.000000	0.0	0.0
AT1G05085	0.0	0.0	0.0	0.000000
AT1G05090	6.722135	7.316080	6.926003	5.731521
AT1G05100	1.405018	1.601502	2.181296	1.635995
AT1G05120	8.369317	10.032892	8.795972	9.199681
AT1G05135	56.733009	47.615192	70.660393	50.841511
AT1G05136	0.000000	0.000000	0.128972	0.061743
AT1G05140	36.532734	29.182978	23.554638	21.815557
AT1G05150	11.710840	15.181610	13.217826	13.792426
AT1G05160	5.186246	4.143902	3.447028	3.650517
AT1G05170	5.105268	6.446261	5.475858	5.594646
AT1G05180	13.695585	13.952661	12.105590	12.815886
AT1G05190	380.705017	287.562378	340.180084	310.608429
AT1G05200	9.645656	6.319446	6.254551	6.039954
AT1G05205	28.813889	34.325321	45.420017	38.064499
AT1G05210	3.917998	4.925882	7.971236	5.853701
AT1G05220	0.903234	1.517467	0.530774	0.902366
AT1G05230	7.378276	8.633947	4.415904	5.277604
AT1G05240	1.651248	3.039464	4.504894	5.353212
AT1G05250	1.497680	2.874187	4.166428	5.004257
AT1G05260	16.570086	37.322880	46.793732	48.133060
AT1G05270	27.725420	30.147200	25.051287	23.390171
AT1G05280	0.026952	1.193760	0.861491	1.109453
AT1G05290	0.0	0.0	0.0	0.0
AT1G05291	0.0	0.0	0.0	0.0
AT1G05300	0.508592	1.129709	0.582426	1.121159
AT1G05310	10.449466	6.222212	2.548471	1.938736
AT1G05320	5.592958	7.436690	4.971662	4.459719
AT1G05330	0.332746	1.067938	0.0	0.0
AT1G05340	44.113491	45.865837	35.914898	34.623657
AT1G05350	14.729484	14.169013	16.537361	15.628132
AT1G05360	12.755031	11.859107	9.213201	7.968971
AT1G05370	0.630490	0.411831	1.001985	0.390971
AT1G05380	7.208005	13.386194	8.064411	8.817555
AT1G05385	31.513041	20.644814	22.180128	21.689417
AT1G05390	0.0	0.0	0.0	0.0
AT1G05400	2.000241	1.577688	1.366542	1.603734
AT1G05410	12.925572	11.187194	14.601387	13.679466
AT1G05420	2.234664	2.056667	16.933828	10.670470
AT1G05430	22.954203	19.728895	20.919285	22.926460
AT1G05440	0.290448	0.349663	0.620640	0.901411
AT1G05450	0.307543	1.314496	1.289165	1.839617
AT1G05460	2.203905	2.130970	1.836611	1.529206
AT1G05470	3.071229	3.740428	2.416691	2.967685
AT1G05490	0.021675	0.123724	0.190180	0.100666
AT1G05500	16.949825	14.730870	16.631571	15.350665
AT1G05510	23.960520	25.240427	8.907073	3.507325
AT1G05520	10.550046	14.298773	11.754488	12.268661
AT1G05530	0.159127	0.900569	0.789509	1.107192
AT1G05540	3.977275	3.421373	3.023818	2.034660
AT1G05550	0.109255	0.0	0.000000	0.025264
AT1G05560	30.919245	29.492567	29.970768	28.921629
AT1G05562	2.173310	0.610436	0.688294	0.430516
AT1G05570	2.398296	8.418655	8.682964	9.959988
AT1G05575	3.686551	8.174021	10.189613	9.905131
AT1G05577	0.131655	0.076059	0.223517	0.031615
AT1G05580	0.0	0.0	0.0	0.0
AT1G05590	5.466530	5.211360	4.302679	3.658477
AT1G05600	6.508373	4.371365	4.440974	4.090522
AT1G05610	0.255204	0.338004	0.295524	0.281074
AT1G05615	0.0	0.0	0.0	0.0
AT1G05620	9.074651	15.334598	14.308549	15.576508
AT1G05630	6.204073	7.166111	6.532705	5.801976
AT1G05640	0.885317	0.752920	1.254060	1.135285
AT1G05650	0.152682	2.040839	1.565939	2.500250
