GeneID	WT1	WT2	ddm1	ddm2
AT2G03240	13.4455	12.1141	19.6742	17.888
AT2G03250	0	0	0.0269403	0
AT2G03260	0.0839143	0.0662839	0.0232842	0.084744
AT2G03270	7.28692	8.89915	8.10641	9.22414
AT2G03280	0.827096	0.689617	0.535496	0.951286
AT2G03290	0	0	0	0
AT2G03291	0	0	0	0
AT2G03300	0	0	0	0
AT2G03310	4.83814	9.3692	2.46841	3.04717
AT2G03320	0	0	0	0
AT2G03330	0.385054	0.940112	0.495364	0.35351
AT2G03340	2.59002	2.69119	2.01131	2.1241
AT2G03350	33.8891	45.355	36.6045	43.1281
AT2G03360	0.709109	0.895438	0.21704	0.429671
AT2G03370	0.378817	0.769442	0.315338	1.14769
AT2G03380	0.215066	0.311448	0.26854	0.180994
AT2G03390	14.3086	16.0743	18.6248	16.5614
AT2G03410	0	0	0	0
AT2G03420	10.2925	11.9874	16.4477	11.8359
AT2G03430	5.09615	4.85034	4.3465	5.31528
AT2G03440	29.508	29.952	12.8292	16.6556
AT2G03445	49.3222	7.79192	0	0
AT2G03450	2.38659	3.05344	1.84676	1.91797
AT2G03460	0	0.0245235	0.0516876	0
AT2G03470	16.9032	19.464	15.2732	17.6085
AT2G03480	2.9666	3.57419	2.84672	3.20176
AT2G03490	0	0	0	0
AT2G03500	3.15539	2.5105	2.3792	2.12439
AT2G03505	1.10835	1.23364	0.964563	1.11931
AT2G03510	28.7089	31.0401	22.8489	26.7016
AT2G03520	0.268946	0.755344	0.0995015	0
AT2G03530	2.12416	1.63252	0.71684	1.07257
AT2G03540	0.223426	0	0.0929929	0
AT2G03550	20.0133	22.0569	16.6267	17.6948
AT2G03560	0	0	0	0
AT2G03565	0	0	0	0
AT2G03570	0.871211	0	0	0.439912
AT2G03580	0	0	0	0
AT2G03590	0.271994	0.330535	0.296081	0.316942
AT2G03600	0.029359	0	0	0
AT2G03610	0	0	0	0
AT2G03620	2.95567	4.32771	3.72058	3.37318
AT2G03630	0.0600433	0.0948566	0	0.0504981
AT2G03640	51.0901	57.0479	18.3749	23.6877
AT2G03650	0	0	0	0
AT2G03660	1725.21	1223.68	732.709	1386.7
AT2G03667	2.164	2.28392	1.86193	2.02012
AT2G03670	1.43503	1.92402	1.68182	1.2204
AT2G03680	185.897	177.005	201.23	144.226
AT2G03690	12.5141	13.1696	11.2258	11.8136
AT2G03700	12393.3	4310.71	4865.19	8391.31
AT2G03710	2.62303	2.17179	2.52548	1.78726
AT2G03720	1.97381	1.35397	0.778289	2.78016
AT2G03730	29.9777	37.8605	20.7865	26.7199
AT2G03740	0	0	0.042513	0
AT2G03750	17.6395	19.9838	19.8956	18.6163
AT2G03760	11.6621	11.9143	13.4473	16.0136
AT2G03770	0.302983	0.0683788	0.216181	0.131134
AT2G03780	8.97711	9.13762	6.83488	6.4493
AT2G03790	0	0	0	0
AT2G03800	5.08327	5.11261	6.01865	4.75091
AT2G03810	4.79407	6.68948	4.27351	5.6736
AT2G03820	33.7217	43.2867	36.9291	38.4899
AT2G03821	0	0	0.27769	0.192508
AT2G03822	0	0	0	0
AT2G03830	0.140487	0.110971	0.116945	0.212814
AT2G03840	0	0	0	0
AT2G03850	0	0.431497	0.101051	0.0612966
AT2G03860	0	0	0	0
AT2G03870	105.058	118.774	107.848	114.347
AT2G03880	0.442983	0.161498	0.283655	0.189269
AT2G03890	13.8391	17.1508	14.1693	15.8971
AT2G03900	0	0	0.0276097	0
AT2G03910	0	0	0	0
AT2G03913	0	0	0	0
AT2G03915	0	0	0	0
AT2G03920	0	0	0	0
AT2G03930	0	0	0	0
AT2G03931	0	0	0	0
AT2G03932	0	0	0	0
AT2G03933	0	0	0	0
AT2G03934	0	0	0	0
AT2G03935	0	0	0	0
AT2G03936	0	0	0	0
AT2G03937	0	0	0	0
AT2G03938	0	0	0	2.95149
AT2G03940	0	0	0	0
AT2G03950	0.105055	0	0	0
AT2G03955	0	0	0	0
AT2G03958	0	0	0	0
AT2G03960	0	0	0	0
AT2G03970	0.0500784	0	0	0
AT2G03972	0	0	0	0
AT2G03980	9.92033	9.07334	11.552	9.21362
AT2G03990	0	0	0	0
AT2G04000	0	0	1.63488	0.881516
AT2G04010	0	0	0	0
AT2G04020	0	0	0	0
AT2G04025	1.08107	1.28091	0.809922	1.20094
AT2G04030	192.385	238.419	243	247.575
AT2G04031	0	0	0	0
AT2G04032	6.40027	4.4758	4.03248	3.26142
AT2G04033	0.844314	0	3.51415	0
AT2G04034	0	0	0	0
AT2G04035	0	0	0	0
AT2G04036	0	0	0.0145605	0.0353291
AT2G04037	0	0	0	0
AT2G04038	1.34055	0.970662	0.185986	0.225635
AT2G04039	31.7094	33.3237	39.0963	34.9466
AT2G04040	0.424656	0.749797	0.145557	0.327947
AT2G04041	0	0	0	0
AT2G04042	0	0	0	0
AT2G04043	0	0	0	0
AT2G04045	0	0	0	0
AT2G04046	0	0	0	0
AT2G04047	0	0	0	0
AT2G04050	0.217875	0.580835	1.04285	0.495065
AT2G04060	0	0.0218861	0	0.0279814
AT2G04063	0	0.380772	0	0
AT2G04066	0	0	0	0.107442
AT2G04070	0.0235567	0.0558222	0.470621	0.0713687
AT2G04080	1.58093	1.15829	0.915487	0.694158
AT2G04090	0.70637	0.579422	0.316617	0.41155
AT2G04100	2.20257	2.42849	1.29872	1.27437
AT2G04110	2.48731	3.24782	2.07051	1.69169
AT2G04115	0	0	0	0
AT2G04120	0	0	0.050434	0.122371
AT2G04130	0	0	0	0
AT2G04135	0	0	0	0
AT2G04140	0	0	0	0
AT2G04150	0	0	0	0
AT2G04160	17.2964	20.4712	23.7556	19.2372
AT2G04170	2.49157	2.36703	1.53357	1.8476
AT2G04180	0.0106199	0	0	0
AT2G04190	0	0.0630004	0.0442616	0
AT2G04200	0	0	0.810629	0.686848
AT2G04210	0	0.0262251	7.32382	7.40987
AT2G04220	0	0	0	0
AT2G04230	1.29802	2.03532	1.93525	1.78042
AT2G04235	1.07219	1.21089	0.789254	0.921715
AT2G04240	20.2154	25.9738	16.8707	18.1179
AT2G04250	0.0979863	0	0	0
AT2G04260	0	0	0	0
AT2G04270	5.2613	7.03533	6.86695	6.04799
AT2G04280	23.2876	21.8239	22.8152	23.2392
AT2G04290	0.0129447	0	0.0377144	0.019609
AT2G04300	0	0.0430741	0.0113483	0
AT2G04305	5.18997	6.17384	6.00708	5.65892
AT2G04310	0	0	0.0509279	0.0308925
AT2G04320	0	0	8.19967	7.78516
AT2G04330	0	0	0	0
AT2G04340	8.3004	9.69955	8.40536	10.1972
AT2G04350	30.9884	34.93	36.1015	35.1
AT2G04360	12.0146	13.434	16.2219	13.1743
AT2G04370	0	0	0	0
AT2G04378	4.14182	3.63942	5.72869	5.33
AT2G04380	4.52597	7.52364	7.029	4.02496
AT2G04390	135.203	123.455	135.761	95.9775
AT2G04395	0	0	0	0
AT2G04400	33.5256	33.7708	36.1572	39.1782
AT2G04410	23.6338	28.8975	17.5848	23.4588
AT2G04420	0	0.0471747	0	0
AT2G04425	0	0	0	0
AT2G04430	1.06482	0.646999	0.511375	1.15806
AT2G04440	0.0729994	0	0	0
AT2G04450	0.241433	0.286062	0	0.152387
AT2G04460	0.0796942	0.041967	11.322	14.5941
AT2G04470	0	0	0	0
AT2G04480	0.246811	0.292434	0	0.0623129
AT2G04490	0.0156407	0.00617731	0	0.0078977
AT2G04495	0	0	0	0.04572
AT2G04500	0.0749786	0.148064	0.0780178	0.0567899
AT2G04510	0	0	0	0
AT2G04515	0	0	0	0
AT2G04520	133.632	184.906	131.884	189.605
AT2G04530	6.3136	7.69856	7.04151	6.96411
AT2G04540	2.26977	2.20664	1.95171	1.46097
AT2G04550	17.7602	21.4842	13.2062	13.9209
AT2G04560	0.302778	0.39136	0.48117	0.33357
AT2G04570	12.1601	13.8768	18.9308	18.4204
AT2G04580	0	0	0	0
AT2G04590	0	0	0	0
AT2G04600	0	0	0.103184	0.0938857
AT2G04610	0	0	0.235464	0
AT2G04620	4.31666	4.71097	3.6187	4.09747
AT2G04622	0	0	0	0
AT2G04625	0	0	0	0
AT2G04630	34.4685	40.2688	36.4676	36.4524
AT2G04650	4.39897	3.39487	3.15674	3.70205
AT2G04660	1.39565	1.78534	1.8609	1.43439
AT2G04670	0	0	0.00665916	0.0161576
AT2G04675	0	0	0	0
AT2G04680	1.02156	0.835246	0.387892	0.923068
AT2G04690	26.2029	31.8701	22.1139	20.6934
AT2G04700	61.3954	60.1422	79.7291	66.6137
AT2G04710	0	0	0.373945	0.324046
AT2G04720	0	0	0	0
AT2G04730	0.0335329	0	0	0
AT2G04740	5.68928	5.70812	5.03503	4.55611
AT2G04750	0	0	0.031722	0
AT2G04760	0.0139044	0	0	0
AT2G04770	0.132416	0.104596	34.0235	43.3271
AT2G04780	72.4059	66.7135	50.2918	47.6241
AT2G04790	2.64582	2.34516	1.56741	1.90161
AT2G04795	21.0233	22.4432	13.4285	12.6126
AT2G04800	64.4679	103.787	26.0706	43.8412
AT2G04810	0	0	0	0
AT2G04820	0	0	0.0181892	0
AT2G04830	0	0	0	0
AT2G04840	0	0	0	0
AT2G04842	28.5449	33.1192	34.5044	30.5842
AT2G04845	7.79082	8.30971	8.56673	6.92867
AT2G04850	5.72741	4.50201	4.37229	2.31362
AT2G04852	10.0778	8.35849	7.27052	7.03941
AT2G04860	0.196199	0.0986221	0.282101	0.270189
AT2G04865	4.21939	5.77853	4.96282	4.88646
AT2G04870	0	1.29985	0	0
AT2G04880	8.11174	8.91015	7.65807	8.6931
AT2G04890	1.12866	1.00297	0.67109	0.895571
AT2G04900	38.0569	34.7831	32.2005	31.8105
AT2G04910	0	0	0	0
AT2G04920	0	0	0	0
AT2G04925	0	0	0	0
AT2G04930	0	0.0418073	0.0881164	0.0534506
AT2G04940	9.70357	11.11	11.2999	9.85165
AT2G04950	0	0	0.0473138	0
AT2G04970	0	0	0.0375782	0.151964
AT2G04980	0	0	0.0253241	0
AT2G04990	0	0	0	0.0610324
AT2G05000	0	0	7.70249	5.46997
AT2G05010	0	0	1.00631	1.57692
AT2G05020	0	0	0	0
AT2G05025	0.0257281	0	0.0856671	0.0519649
AT2G05030	0	0	2.6087	3.57058
AT2G05040	0.0106537	0.00841534	0	0
AT2G05050	0	0	0.422632	0.256365
AT2G05060	0	0	0	0
AT2G05070	1344.76	1466.18	986.418	968.44
AT2G05080	0.00952644	0	0.00793008	0
AT2G05082	0	0.053467	0.507111	0.205073
AT2G05084	0	0	0	0
AT2G05087	0	0	0.0502522	0
AT2G05090	0	0.034861	0	0.0891397
AT2G05100	1743.57	1958.08	1147.77	1133.65
AT2G05110	0.0201329	0.037107	0.0391048	0.0271093
AT2G05115	0	0	0	0
AT2G05117	0	0	0	0
AT2G05120	3.7119	3.919	3.52817	3.16371
AT2G05130	0.157145	0	0.0872079	0.0264498
AT2G05133	0	0	0	0
AT2G05140	0.116371	0.183842	0	0
AT2G05150	0	0	0	0
AT2G05160	0.914208	0.923383	0.286939	0.242163
AT2G05170	11.7602	12.8109	11.7919	12.4379
AT2G05171	0	0	0	0
AT2G05180	0.445461	0.023458	0.0988839	0.0299911
AT2G05185	0	0	0	0
AT2G05190	0.688761	0	0.286672	0
AT2G05200	0.0178401	0	0.371266	0.26124
AT2G05210	0.624853	0.972198	0.859114	0.535419
AT2G05220	137.378	129.116	146.438	145.026
AT2G05230	0	0	0	0
AT2G05240	0	0.00677183	0.39964	0.441547
AT2G05250	0	0	0	0
AT2G05260	3.91345	3.50613	2.46332	2.95799
AT2G05270	0	0	0	0
AT2G05280	0	0	0	0.00881345
AT2G05290	0.123226	0.0973364	0.119673	0.0622223
AT2G05294	0	0	0	0
AT2G05300	0.0475481	0.112675	0.0791607	0.0480182
AT2G05310	32.4948	22.7509	34.2731	23.9595
AT2G05320	6.03933	5.0249	4.84856	4.77081
AT2G05330	0.14992	0	0	0
AT2G05335	0	0	0	0
AT2G05340	0	0	0	0
AT2G05350	0	0	0	0.0775305
AT2G05360	0	0	0	0
AT2G05370	0	0	0	0.077785
AT2G05380	247.227	223.468	523.989	731.115
AT2G05390	0	0.00693151	0	0
AT2G05400	0	0	0	0
AT2G05410	0	0	0	0
AT2G05420	0.0483436	0	0	0.146465
AT2G05430	0.0676074	0	0	0
AT2G05435	0	0	0	0
AT2G05440	1570.43	1505.76	1370.68	1263.94
AT2G05441	1.75568	2.26933	1.19575	0.805927
AT2G05450	0	0	0	0
AT2G05460	0	0	0.0570373	0.0691967
AT2G05470	0	0	0	0
AT2G05475	0	0	0	0
AT2G05480	0	0	0	0
AT2G05490	0	0	0	0
AT2G05500	0	0	0	0
AT2G05510	258.302	376.492	7.29423	15.9554
AT2G05518	0.108107	0	0.179983	0.327528
AT2G05520	803.359	909.125	1411.18	1827.05
AT2G05530	0.971251	2.30157	1.75174	1.79823
AT2G05540	143.314	215.774	65.7801	99.7999
AT2G05550	0	0	0	0
AT2G05560	0	0	0	0
AT2G05562	0	0	0	0
AT2G05564	0	0	0	0
AT2G05567	0	0	0	0
AT2G05570	0.0196347	0	0	0
AT2G05580	13.0322	30.307	4.24361	2.39995
AT2G05590	7.2555	5.69028	4.47066	5.4653
AT2G05600	0	0	0	0
AT2G05610	0.0892195	0	0	0
AT2G05620	34.3314	38.6472	50.8607	52.0958
AT2G05630	12.5477	16.3405	13.3877	13.9732
AT2G05632	0.256059	0.101131	0.177626	0
AT2G05635	0.139663	0	0.348777	0.846261
AT2G05640	0.0115757	0	0.00481797	0
AT2G05642	0	0	0.0165188	0.0200403
AT2G05645	0	0	0	0
AT2G05647	0	0	0.311788	0
AT2G05660	0.00525152	0.0207409	2.09833	2.9222
AT2G05670	0	0	0	0
AT2G05680	0	0	0	0
AT2G05690	0	0	0.0120497	0
AT2G05700	0.0168577	0.0266319	0.0420986	0.0680977
AT2G05710	77.816	88.1336	99.2395	97.2968
AT2G05715	0	0	0	0
AT2G05720	0	0	0	0
AT2G05730	0	0	0	0
AT2G05740	0	0	0	0
AT2G05750	0.0145571	0	0	0
AT2G05752	0.0852646	0.0673505	0.709766	0.516646
AT2G05753	0	0	0	0
AT2G05755	2.9359	3.45541	2.83496	2.07545
AT2G05760	1.68004	1.24514	1.88195	1.46624
AT2G05765	746.323	528.536	342.764	857.662
AT2G05770	0	0	0	0
AT2G05780	0.086441	0	0	0.0145493
AT2G05786	0	0	0	0
AT2G05790	55.2435	49.3412	79.9155	54.3888
AT2G05800	0	0	0	0
AT2G05801	0	0	0.28155	0
AT2G05803	0	0	0	0
AT2G05810	0	0.101715	0.013399	0.0162553
AT2G05812	2.18882	2.331	1.59428	1.77627
AT2G05820	0	0	1.129	1.04741
AT2G05830	30.4926	32.6388	28.8555	27.5155
AT2G05840	26.7287	26.2018	26.727	21.9996
AT2G05845	0	0.0424702	0	0
AT2G05850	0.339094	0.114793	0.0403245	0.122303
AT2G05860	0	0	0	0
AT2G05870	0	0	0	0.118759
AT2G05880	0	0	0.244647	0.118721
AT2G05890	0	0	0	0
AT2G05900	0	0	0	0
AT2G05910	0.550138	0.869107	0.36636	0.666693
AT2G05914	0.0281263	0.0888678	1.66233	0.738514
AT2G05915	0	0	8.88849	6.7396
AT2G05920	104.699	108.279	87.3399	82.4409
AT2G05930	0	0.00925105	0	0
AT2G05935	1.92776	2.4956	4.37584	3.97476
AT2G05940	16.983	17.91	22.7569	19.1342
AT2G05950	0	0	0	0
AT2G05960	0.00673797	0	0	0
AT2G05970	0	0	0	0
AT2G05980	0.0255685	0	0.0283786	0.0172142
AT2G05985	0	0	0.0226155	0.0548734
AT2G05990	103.425	116.272	98.1807	98.1638
AT2G05995	0	0	0.365397	1.03435
AT2G06000	2.77934	2.76563	3.09481	3.49941
AT2G06002	0	0.157849	3.04971	3.96893
AT2G06005	1.12536	0.91219	1.04673	0.776906
AT2G06010	2.42174	2.3274	1.24315	1.54893
AT2G06020	0	0	0	0
AT2G06025	16.8853	21.9642	15.1213	19.8576
AT2G06040	0.821043	1.14319	0.810884	0.997804
AT2G06045	0	0	0	0
AT2G06050	28.8606	25.0779	62.3774	43.9224
AT2G06060	0	0	0	0
AT2G06070	0	0	0	0.0112905
AT2G06080	0	0	0	0
AT2G06090	0	0	0	0
AT2G06095	0	0	0.450765	0.136715
AT2G06100	0	0	0.0137288	0.0166556
AT2G06110	0	0	0.122561	0.185861
AT2G06120	0	0	0	0
AT2G06125	0	0	0.0902828	0
AT2G06130	0	0.0275613	0	0
AT2G06140	0	0.0155551	0.0163925	0.119323
AT2G06150	0	0	0.184366	0.0920994
AT2G06160	0	0	0	0
AT2G06165	0	0	0.0513631	0.0623129
AT2G06166	0	0	0	0
AT2G06170	0	0	0	0
AT2G06180	0	0	0	0
AT2G06190	0	0	0	0
AT2G06200	0.649079	0.552146	0.581874	0.756342
AT2G06210	10.2924	10.5659	8.81534	9.46293
AT2G06220	0	0	0	0
AT2G06230	0	0	0	0
AT2G06235	0	0	0	0
AT2G06240	0.0224049	0	0.0279757	0.0113132
AT2G06245	0	0	0	0
AT2G06250	0	0.0248927	0.0524657	0.0636505
AT2G06255	1.33488	0.210885	0.444477	0.876253
AT2G06260	0	0	0	0
AT2G06270	0	0	0	0
AT2G06280	0	0	0	0
AT2G06285	0	0	0	0
AT2G06290	0.00390782	0	0.149637	0.12234
AT2G06296	0	0	0	0
AT2G06303	0	0	0	0
AT2G06310	0	0	0	0
AT2G06330	0	0	0.223346	0.229273
AT2G06335	0.0434517	0	0	0
AT2G06340	0.0245765	0	0.327331	0.794224
AT2G06350	0	0.00536441	0.00565323	0
AT2G06370	0	0	0.160147	0
AT2G06380	0	0	0	0
AT2G06390	0	0	0	0
AT2G06400	0.0171241	0.00676317	0.0356365	0
AT2G06410	0	0	0	0
AT2G06420	0	0	0.0659214	0
AT2G06430	0	0	0.00624453	0.0151515
AT2G06440	0	0	0.00632959	0.0153579
AT2G06450	0	0	0.0315425	0.0765337
AT2G06460	0	0	0	0
AT2G06470	0.0578115	0.0114163	0	0
AT2G06480	0	0	0	0
AT2G06490	0	0	0.401197	0.308259
AT2G06500	0	0	0	0.021853
AT2G06510	3.0576	4.21772	2.41623	3.03325
AT2G06520	3252.27	3159.4	3039	2779.92
AT2G06530	65.4458	70.5341	79.6766	93.0375
AT2G06540	0.00651896	0.0205973	0	0.0131668
AT2G06541	0	0	0	0
AT2G06550	0.123633	0	0.0514579	0.124856
AT2G06555	0.636728	0.188606	0.787965	0.562645
AT2G06560	0	0.0158111	0.0166624	0.0202145
AT2G06562	0	0.0322317	9.23904	6.30487
AT2G06570	0	0	0	0
AT2G06580	0	0	0.00999374	0.0242485
AT2G06590	0	0	0	0.0178228
AT2G06600	0	0	0	0
AT2G06610	0	0	0	0
AT2G06620	0	0	0	0
AT2G06630	0	0	1.01422	0.341788
AT2G06640	0	0	0	0
AT2G06645	0	0	0	0
AT2G06650	0.0118275	0	0.0295366	0
AT2G06660	0.205854	0.284557	0.0856793	0.0519723
AT2G06667	0	0	0	0
AT2G06670	0	0	0.0285983	0
AT2G06680	0	0	0	0
AT2G06690	0	0	0	0
AT2G06700	0	0	0	0
AT2G06710	0	0	0	0
AT2G06715	0	0	0	0
AT2G06720	0	0	0.308167	0.224318
AT2G06740	0	0	0.332337	0.289467
AT2G06750	0	0	0	0
AT2G06760	0	0	0.00816941	0
AT2G06770	0	0	0	0
AT2G06775	0	0	0	0
AT2G06780	0	0	0	0
AT2G06790	0	0	0.206397	0.216253
AT2G06800	0	0	0.345655	0.36343
AT2G06810	0	0	0	0
AT2G06820	0.111123	0	0.138752	0.112221
AT2G06822	0	0	0.340768	0.413414
AT2G06830	0.0198961	0	0.0331241	0.0301392
AT2G06840	0.0146137	0	0	0
AT2G06845	0	0	0	0
AT2G06850	765.094	754.468	432.408	415.819
AT2G06860	0.0256082	0	0	0.0129307
AT2G06870	0	0	0	0
AT2G06875	0	0	0	0
AT2G06880	0	0	0	0
AT2G06885	0	0	0.0235298	0
AT2G06890	0	0	0	0
AT2G06900	0.0476474	0	0	0
AT2G06902	0	0	0	0
AT2G06904	0	0	0.923579	2.24094
AT2G06906	0	0	5.86499	5.73178
AT2G06908	0	0	0	0
AT2G06910	0	0.00932277	0.0294741	0.0119192
AT2G06912	0	0	0	0
AT2G06914	0	0	0	0
AT2G06917	0	0	0	0.0874433
AT2G06920	0.00791649	0	0	0.0159895
AT2G06922	0.0301791	0	0	0
AT2G06925	6.81866	6.25478	6.46947	6.44182
AT2G06930	0	0	0.073997	0.107726
AT2G06940	0	0	0	0
AT2G06950	3.46814	2.93752	3.31829	2.75975
AT2G06960	0	0	0	0
AT2G06965	0	0	0.143484	0.135389
AT2G06967	0	0.00934252	0	0
AT2G06973	0	0	0	0
AT2G06980	0.0395462	0.020825	0	0
AT2G06983	0	0	0	0
AT2G06985	0	0.452386	0	0
AT2G06990	9.77961	11.7553	10.2557	10.5634
AT2G07000	0	0.215429	0	0
AT2G07010	0	0	0	0
AT2G07020	0	0	0	0
AT2G07030	0	0	0	0
AT2G07040	0	0	0	0
AT2G07042	1.03567	1.49387	0.2249	0.227371
AT2G07050	30.626	32.9774	28.6331	30.4287
AT2G07070	0.0254543	0.0402128	0	0.025706
AT2G07080	1.50086	1.78383	2.23016	2.67726
AT2G07090	0	0	0.899973	1.69841
AT2G07100	0.0126542	0	0	0
AT2G07110	0	0	0	0
AT2G07120	0	0	0	0
AT2G07130	0	0	0	0.0330699
AT2G07140	0.0351132	0.166423	0.0876907	0.0354604
AT2G07150	0	0	0	0
AT2G07155	0	0	0	0
AT2G07160	0.00687489	0.0162914	0.0114457	0.0208286
AT2G07170	2.56752	1.79009	2.58436	1.71978
AT2G07180	4.32122	4.21289	9.14717	8.92894
AT2G07185	0	0	0	0
AT2G07190	0	0	0	0.0584279
AT2G07200	0	0	0	0
AT2G07210	0	0	0.01854	0
AT2G07212	0	0	0.0269167	0
AT2G07213	0.0296711	0	0.222292	0.239716
AT2G07215	0	0	0	0.0630094
AT2G07220	0	0	0	0
AT2G07230	0.0294859	0	0	0
AT2G07240	0.022533	0	0.0187571	0.0455116
AT2G07250	0	0	0	0
AT2G07260	0.0477237	0	0	0
AT2G07270	0	0	0	0
AT2G07280	0	0	0	0.0792254
AT2G07290	0	0	0	0
AT2G07300	0	0	0	0
AT2G07310	0	0	0	0
AT2G07320	0	0	0.0198607	0
AT2G07330	0.0230699	0	0.422488	0.605748
AT2G07340	15.6045	15.6993	21.8088	18.2469
AT2G07360	13.2177	15.312	14.8273	14.6333
AT2G07362	0	0	0	0
AT2G07363	2.92259	0	0	0
AT2G07365	0	0	0.154543	0
AT2G07380	0	0	0	0
AT2G07390	0	0	0	0
AT2G07395	0	0	0.045811	0
AT2G07400	0.00755404	0	0.0188646	0.0152575
AT2G07410	0	0	0	0
AT2G07420	0.00804387	0	0	0.0162468
AT2G07430	0	0	0	0
AT2G07440	0.159607	0.126074	0	0
AT2G07450	0	0	0	0
AT2G07455	0.0194523	0.046096	0.0161926	0.137512
AT2G07460	0	0	0	0
AT2G07470	0	0	0	0.119178
AT2G07480	0	0	0.025796	0.125181
AT2G07483	0	0.0575368	0	0
AT2G07486	0.0852646	0	0	0
AT2G07490	0.060907	0.0240552	0	0.0307546
AT2G07500	0.0127797	0	0.0106382	0.0129061
AT2G07505	0.145107	0.11462	1.32871	1.17234
AT2G07510	0	0	0	0
AT2G07520	0	0.0565529	0	0
AT2G07521	0	0	0	0
AT2G07530	0	0.029015	0	0
AT2G07540	0	0	0	0
AT2G07550	0.00865499	0	0.446689	0.445769
AT2G07560	0.0106979	0.00845029	0.00890525	0.0108037
AT2G07570	0.0262842	0	0	0.00884803
AT2G07580	0	0	0	0
AT2G07590	0	0	0	0.149305
AT2G07599	1.20842	1.36405	1.2578	1.30725
AT2G07600	3.53848	4.04349	10.7414	7.48045
AT2G07620	0	0	0.00883864	0
AT2G07630	0.0284851	0	0.165983	0.316434
AT2G07635	0.399822	0.513206	0.807095	0.676323
AT2G07640	0	0.0980534	0	0.125361
AT2G07650	0.0130435	0	0	0
AT2G07660	0.00749991	0	0	0
AT2G07663	0	0	0	0
AT2G07664	0	0	0	0
AT2G07666	0	0	0	0
AT2G07667	0.440878	0.69633	0.305833	1.11309
AT2G07669	0	0.811779	0	0.51893
AT2G07670	0	0	0	0
AT2G07671	318.558	446.783	331.105	521.53
AT2G07672	0.360381	0	0.199994	0
AT2G07673	0.274827	1.08543	0.228774	0
AT2G07674	0.543314	0.524534	0.502522	0.426756
AT2G07675	8.13409	13.2985	8.03077	19.4856
AT2G07676	0.214137	0	0	0
AT2G07677	0.352011	0.351226	0.138801	0.299361
AT2G07678	0.187177	0.295703	0	0
AT2G07680	1.44981	1.263	1.46203	1.21315
AT2G07681	0.0641075	0.0253193	0.0800473	0.0971121
AT2G07682	0.0643164	0.067738	0.42831	0.404148
AT2G07683	11.9748	7.68662	6.29795	11.1183
AT2G07684	24.5139	12.909	40.8121	41.2604
AT2G07685	0.0615223	0.0728947	0.153639	0.0621306
AT2G07686	0.166374	0.0292042	0.0769413	0.0186688
AT2G07687	90.3728	164.817	92.6189	208.045
AT2G07688	1978.79	3054.32	3156.41	2963.84
AT2G07689	32.9034	65.2741	28.6461	65.6192
AT2G07690	7.42696	7.55957	8.10313	8.48365
AT2G07691	0.159607	0	0.132862	0
AT2G07692	0.21005	0	0	0.159095
AT2G07693	0.0549152	0.0650663	0	0.0554582
AT2G07694	0	0.0691835	0	0.0442256
AT2G07695	62.4882	105.031	52.7193	112.127
AT2G07696	5.57499	7.96749	4.59658	7.88216
AT2G07697	0.154119	0.121738	0.0855284	0.124514
AT2G07698	228.124	422.411	191.183	470.595
AT2G07699	0	0.0276504	0	0.070702
AT2G07700	0	0.0339699	0.178994	0.0868611
AT2G07701	0	0	0	0
AT2G07702	0	0	0	0
AT2G07703	0.61916	0.815124	0.515406	1.66742
AT2G07704	0	0	0	0
AT2G07705	0	0	0	0
AT2G07706	0.160441	0.0985696	0.089037	0.108018
AT2G07707	171.95	340.517	151.829	391.203
AT2G07708	1250.91	2964.87	1659.67	3622.64
AT2G07709	8.81922	15.7395	7.95507	18.2839
AT2G07710	0	0	0	0.134322
AT2G07711	52.2773	90.8082	42.3217	95.6324
AT2G07712	1.52174	2.3606	1.7246	2.12928
AT2G07713	0.199151	0.15731	0	0
AT2G07714	0.171842	0.0678688	0.143046	0.347081
AT2G07715	1.41198	1.90815	1.13289	1.80391
AT2G07716	2.50163	5.81189	2.98073	6.34069
AT2G07717	11.8524	22.8347	10.5114	24.251
AT2G07718	1.2207	0.714248	0.489257	0.867508
AT2G07719	0.804134	0.74105	0.390474	0.609064
AT2G07720	0	0	0	0
AT2G07721	0	0.13369	0	0
AT2G07722	5.35699	26.477	7.51712	34.4692
AT2G07723	2.53124	4.65727	2.48086	4.41316
AT2G07724	0	0	0	0
AT2G07725	9.54485	17.2388	9.02145	16.7006
AT2G07726	7.19065	7.58832e-06	1.17276	4.15466
AT2G07727	64.7471	122.436	62.8839	141.998
AT2G07728	0.253808	0	0.0845106	0.0512634
AT2G07729	0	0	0.126002	0
AT2G07730	0.0308521	0.0162467	0.00856072	0
AT2G07731	42.8277	87.8089	56.1462	112.812
AT2G07732	3346.14	4027.82	7492.26	6056.91
AT2G07733	22.4223	45.8859	18.2543	44.6154
AT2G07734	2.90677	3.72274	3.12444	6.27003
AT2G07735	0	0.281517	0.445011	0
AT2G07736	0.237696	0.187756	0	1.08021
AT2G07737	0.128686	0.169415	0.285657	0.693109
AT2G07738	401.27	828.799	830.608	942.721
AT2G07739	25.3625	25.6725	42.5046	33.5008
AT2G07740	0.162776	0.0771459	0.0541996	0.065754
AT2G07741	8.54119	23.9729	6.93509	21.7409
AT2G07742	0	0	0	0
